ID,Firm_ID,Year_of_Establishment,FirmName,Legal_Representative,Registered_Capital,Paid_in_Capital,Date_of_Establishment,Business_Status,Unified_social_credil_code,Registration_number,Taxpayer_number,Organization_code,Type_of_enterprise,Industry,Date_of_approval,Registration_Authority,Term_of_operation,Taxpayer_qualification,Staff_size,Insured_number,Former_name,English_name,Registered_address,Business_scope,Email,Label,Province,Province_code,City,City_code,County,County_code
886414,eaf6fa20ab5c1ddd6cae3c0ab7b6d562,2020,深圳市月森科技有限公司,陈洪根,50万人民币,-,2020-04-24,存续,91440300MA5G5H75X2,440300210008366,91440300MA5G5H75X2,MA5G5H75X,有限责任公司,批发业,,深圳市市场监督管理局,2020-04-24至无固定期限,-,-,-,-,-,深圳市福田区华强北街道荔村社区华发北路46号桑达大厦1806,一般经营项目是：物联网技术开发；计算机技术开发、技术服务；计算机及配件、通讯设备及配件、摄影器材、音响设备及器材、数码产品、电脑、手机配件、导航仪、行车记录仪、移动电源、智能设备、服装、化妆品、鞋帽、包包、皮具、手表、工艺品（不含象牙及其制品）、家居饰品、办公设备、灯具、家具日用、烟具、珠宝首饰的销售；经营进出口业务；国内贸易。（以上各项法律、行政法规规定禁止的项目除外，法律、行政法规规定限制的项目须取得许可证后方可经营），许可经营项目是：口罩、防护服、体温计、血压计、消毒用品、防护用品、熔喷布、二类医疗器械的批发与销售。,,小微企业,广东省,440000,深圳市,440300,福田区,440304
30187627,eb7b047361d854244495d264755a7ff8,2020,章丘区群鹰炊具厂,焦山,,,2020-05-14,在业,,,,,,,,,,,,,,,,,,,山东省,370000,济南市,370100,章丘区,370114
35527212,3cbfc65b8c62848ced84e00394c6c279,2020,丰泽区碧阳五金经营部,李家阳,,,2020-02-20,存续,,,,,,,,,,,,,,,,,,,福建省,350000,泉州市,350500,丰泽区,350503
50436526,70c6c75f2181dc8073c6d99c3467e063,2020,昆山市玉山镇壹陆玖贰陆零贰号好活商务服务工作室,程家丽,0.0001万人民币,,2020-05-11,在业,,,,,,,,,,,,,,,,,,,江苏省,320000,苏州市,320500,昆山市,320583
76739034,c6e812ff7cc4259451af63d7fe28d28e,2020,新郑市义文拉面馆,王尔洒,,,2020-01-08,存续,,,,,,,,,,,,,,,,,,小微企业,河南省,410000,郑州市,410100,新郑市,410184
34956016,854e19f8920a9bf14fef4209433cacd5,2020,天津市河西区筱菂筱苡烟酒食品便利店,何凤兰,,,2020-05-12,存续,,,,,,,,,,,,,,,,,,,天津市,120000,天津市,120000,河西区,120103
95692609,8b332f03d641118a094eda44350c9979,2020,偃师市岳滩镇阿文饺子馆,张兆文,,,2020-06-18,存续,,,,,,,,,,,,,,,,,,,河南省,410000,洛阳市,410300,偃师市,410381
57025407,bf2640410aa10472bc952ac475066664,2020,无棣县奎英养殖场,王成功,,,2020-05-07,在业,,,,,,,,,,,,,,,,,,,山东省,370000,滨州市,371600,无棣县,371623
15465168,fae8f14d076173de29fc134df84765e3,2020,焦作市耘拓建设工程有限公司原阳县分公司,贺路平,-,-,2020-04-15,存续,91410725MA9EY49L1W,-,91410725MA9EY49L1W,MA9EY49L1,有限责任公司分公司(自然人投资或控股),房屋建筑业,,新乡市原阳县市场监督管理局,2020-04-15至无固定期限,-,-,-,-,-,河南省新乡市原阳县原兴街道办事处夏庄村夏庄路口向南100米路东,承担各类工程的设计、施工、安装、管理及咨询；园林绿化工程施工。,,,河南省,410000,新乡市,410700,原阳县,410725
12759205,71a0bba69807901a137845a36a9df9bd,2020,河南诚艺园林环保工程有限公司,王连濮,500万,-,2020-01-22,存续,91410928MA4819FA98,410928000102952,91410928MA4819FA98,MA4819FA9,有限责任公司(自然人独资),公共设施管理业,,濮阳县市场监督管理局,2020-01-22至无固定期限,-,-,-,-,-,河南省濮阳市濮阳县柳屯镇黄庙村东100米路南,园林绿化工程施工；园林绿化工程设计、施工及养护管理；园林园艺设计；景观工程；市政工程；环保工程；土石方工程；园林绿化、科技领域内的技术开发、技术应用、技术推广、技术转让与技术服务；苗木、花卉、盆景的种植、培育及销售；防腐木、景观销售,,,河南省,410000,濮阳市,410900,濮阳县,410928
78907085,95c3f1d17079370e3697fa6629de8288,2020,青白江生致绀服装店,潘倩文,,,2020-05-28,存续,,,,,,,,,,,,,,,,,,,四川省,510000,成都市,510100,青白江区,510113
78943794,9599fa89ec827911c94b759c22794087,2020,太和县赞兴便利店,张影,,,2020-05-11,存续,,,,,,,,,,,,,,,,,,,安徽省,340000,阜阳市,341200,太和县,341222
32963961,49c3c60ea90d384e5e229a37494c7ca4,2020,宿豫区优客各地商贸部,庄焙贵,2万人民币,,2020-04-17,在业,,,,,,,,,,,,,,,,,,,江苏省,320000,宿迁市,321300,宿豫区,321311
33174943,0da991cc38dca81dedd5775585dd8f9e,2020,新野县景岳副食店,赵景岳,,,2020-05-14,存续,,,,,,,,,,,,,,,,,,,河南省,410000,南阳市,411300,新野县,411329
63457198,455914d6ee841f7e5fde12f05b7a5c16,2020,个旧市令达果蔬店,王丽芝,,,2020-03-16,存续,,,,,,,,,,,,,,,,,,小微企业,云南省,530000,红河哈尼族彝族自治州,532500,个旧市,532501
5004413,453c996c5115044f3fc4135a7161fc0b,2020,深圳市飞康达锦新技术研发有限公司,陈亚枝,500万人民币,-,2020-03-04,存续,91440300MA5G2WBGXC,440300209507933,91440300MA5G2WBGXC,MA5G2WBGX,有限责任公司,研究和试验发展,,深圳市市场监督管理局,2020-03-04至无固定期限,-,-,-,-,-,深圳市宝安区新安街道兴东社区留仙三路36号创兴达商务大厦3002,一般经营项目是：新型工程塑料改性加工技术的研发。，许可经营项目是：,,,广东省,440000,深圳市,440300,宝安区,440306
36639673,ada55b5b43fa56cab9d05c7e772d475a,2020,庐山市温泉镇姜滔滔私房菜店,姜滔滔,20万人民币,,2020-01-19,开业,,,,,,,,,,,,,,,,,,小微企业,江西省,360000,九江市,360400,庐山市,360483
83187976,8d9a1b8607cde7f423b0ff8bf4a84f19,2020,广州市番禺区大石忠意小吃店,李帅,,,2020-06-01,在业,,,,,,,,,,,,,,,,,,,广东省,440000,广州市,440100,番禺区,440113
35678020,cd631d49d991ef94438e07132255f48d,2020,淮北市相山区香坂牛嫩牛五方饭店,王宗伟,,,2020-01-07,存续,,,,,,,,,,,,,,,,,,,安徽省,340000,淮北市,340600,相山区,340603
33168574,54ff70462062ab1736bb84a393e770f5,2020,深圳市龙华区旭日不锈钢店,杨道应,1万人民币,,2020-04-23,开业,,,,,,,,,,,,,,,,,,,广东省,440000,深圳市,440300,龙华区,440309
20783908,11e309323335545470b16661beacccaa,2020,合肥杰勇建筑劳务有限公司,李金龙,100万,-,2020-01-03,存续,91340124MA2UFEPFXG,340124000087134,91340124MA2UFEPFXG,MA2UFEPFX,有限责任公司(自然人独资),房屋建筑业,,庐江县市场监督管理局,2020-01-03至2050-01-02,-,-,-,-,-,安徽省合肥市庐江县庐城镇棋盘村夏庄村民组11号,建筑劳务分包；住宅房屋建筑；土石方工程；防水防腐保温工程；园林绿化工程；钢结构工程；消防工程；弱电工程；市政道路公用工程；室内外装饰装修工程；建筑工程机械与设备经营租赁；普通货物道路运输；石、砖、瓦、砂批发；建筑材料、装饰材料（除危险品）、五金交电、电线电缆、机电设备销售(含互联网销售)（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,小微企业,安徽省,340000,合肥市,340100,庐江县,340124
85205220,b6c13c471a0146d94e20c7ceb7ffd867,2020,菏泽市牡丹区伊拉养兔场,胡玉刚,,,2020-01-19,在营企业,,,,,,,,,,,,,,,,,,小微企业,山东省,370000,菏泽市,371700,牡丹区,371702
4578861,e6dcd9759a9f7a3788d462d15f799b9a,2020,江西春傲木业有限公司,朱锦春,200万人民币,-,2020-05-21,存续,91360924MA3983299Q,360924210057740,91360924MA3983299Q,MA3983299,有限责任公司(自然人投资或控股),家具制造业,,宜丰县市场监督管理局,2020-05-21至2040-05-20,-,-,-,-,-,江西省宜春市宜丰县潭山集镇潭山大道13号105 室（自主申报）,一般项目：木材加工，木材销售，建筑用木料及木材组件加工，竹制品制造，竹制品销售，地板制造，地板销售，人造板制造，人造板销售，门窗制造加工，门窗销售，家具制造，家具销售，日用木制品制造，日用木制品销售，教学用模型及教具制造，教学用模型及教具销售，教学专用仪器制造，教学专用仪器销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）,,,江西省,360000,宜春市,360900,宜丰县,360924
30066498,0cae08a0b398cd408a27992ce3602fe9,2020,营口市西市区春末夏初百货店,俞以蕾,,,2020-05-09,存续,,,,,,,,,,,,,,,,,,,辽宁省,210000,营口市,210800,西市区,210803
93605215,392f79502b35fe18053381806e3ab5eb,2020,泰宁中景机械设备租赁服务部,蔡中央,,,2020-02-28,存续,,,,,,,,,,,,,,,,,,,福建省,350000,三明市,350400,泰宁县,350429
32741,00feb6cd4bebee4dddcb1aac91d1ea94,2020,湖南星奇医疗管理有限公司,刘运奇,500万人民币,-,2020-05-22,存续,91430102MA4RC46Y17,-,91430102MA4RC46Y17,MA4RC46Y1,有限责任公司(自然人投资或控股),商务服务业,,长沙市芙蓉区市场监督管理局,2020-05-22至无固定期限,-,-,-,-,-,湖南省长沙市芙蓉区马坡岭街道远大一路1389号卓越汇富苑S6幢2层215号房,医院经营管理；会议、展览及相关服务；市场营销策划服务；企业管理咨询服务；医学检验技术咨询；生物技术推广服务；美容外科（限分支机构）；外科整形专科（限分支机构）；美容皮肤科（限分支机构）；美容心理咨询及辅导；美容咨询；医学检验科（限分支机构）；医学影像科（限分支机构）；麻醉科（限分支机构）；健康医疗产业项目的运营、管理；医疗器械技术、软件的开发；医疗器械技术咨询、交流服务；医疗信息、技术咨询服务；化妆品及卫生用品零售；影视策划；摄影服务；图文制作；文化活动服务；文化活动的组织与策划；企业管理战略策划；多媒体设计服务；项目策划；品牌推广营销；广告设计；美容服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，未经批准不得从事P2P网贷、股权众筹、互联网保险、资管及跨界从事金融、第三方支付、虚拟货币交易、ICO、非法外汇等互联网金融业务）,,,湖南省,430000,长沙市,430100,芙蓉区,430102
34511730,e9d549a4a889566b719a8175fb70565b,2020,温州市洞头大门森杰通讯器材店,谢冬杰,,,2020-05-15,存续,,,,,,,,,,,,,,,,,,,浙江省,330000,温州市,330300,洞头区,330305
3379894,e4dfe351c5e4b49e2c851e11aed10821,2020,广德星明物流有限公司,薛明,200万,-,2020-03-10,存续,91341822MA2UHUWF90,341822000197747,91341822MA2UHUWF90,MA2UHUWF9,有限责任公司(自然人独资),道路运输业,,广德市市场监督管理局,2020-03-10至无固定期限,-,-,-,-,-,安徽省宣城市广德市桃州镇广溧路西亚夏汽车城C区1-1号楼101室,道路货物运输；货物配载、货物信息咨询服务；市政工程、园林绿化工程、土石方工程、建筑工程、道路工程、景观工程、消防工程、亮化工程设计、施工；建材销售。（不含危险化学品）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,小微企业,安徽省,340000,宣城市,341800,广德市,341882
53902052,1f5fe26b6a5233a9d4142a4d82590231,2020,长沙县金井镇兰先森奶茶店,郑耿,,,2020-01-16,存续,,,,,,,,,,,,,,,,,,小微企业,湖南省,430000,长沙市,430100,长沙县,430121
17016611,ab55edaaac57c8d55606365501ad88be,2020,平顶山市昌耀建材销售有限公司,张跃豪,100万,-,2020-06-05,存续,91410423MA9F89BPX2,-,91410423MA9F89BPX2,MA9F89BPX,有限责任公司(自然人独资),批发业,,平顶山市鲁山县市场监督管理局,2020-06-05至2050-06-04,-,-,-,-,-,河南省平顶山市鲁山县张官营镇大贾庄村七组28号,建筑材料销售。,,,河南省,410000,平顶山市,410400,鲁山县,410423
36638182,a1c0247bc48ca2cf8ad98e5bbc63fabc,2020,淮北市杜集区段园镇展硕蔬菜基地,张飞,,,2020-04-15,存续,,,,,,,,,,,,,,,,,,,安徽省,340000,淮北市,340600,杜集区,340602
48316505,8897a6ca4e3c4ac1ee932f2ea35c8e63,2020,淮北市相山区任腾腾五金建材店,任腾腾,,,2020-01-07,存续,,,,,,,,,,,,,,,,,,小微企业,安徽省,340000,淮北市,340600,相山区,340603
34210860,ce555209a1ced2014f91ad00b219998e,2020,乐清市麦姐日用品馆,徐慧芬,,,2020-05-06,存续,,,,,,,,,,,,,,,,,,,浙江省,330000,温州市,330300,乐清市,330382
73934502,20becc623b37b98bd355112cc71a4eda,2020,丽水市莲都区民工快餐店,张秋智,,,2020-06-01,存续,,,,,,,,,,,,,,,,,,,浙江省,330000,丽水市,331100,莲都区,331102
31936435,f7367493038788acc1373b28a98bf274,2020,西宁市城北区林厨面食馆,赵四兄,,,2020-05-21,存续,,,,,,,,,,,,,,,,,,,青海省,630000,西宁市,630100,城北区,630105
3127770,3f36d9d982d66d0c66959a53bf932336,2020,湖北木子店磁源谷食品科技有限公司,商显锋,500万,-,2020-04-10,存续,91421181MA49EXW96E,421181000135925,91421181MA49EXW96E,MA49EXW96,有限责任公司(自然人投资或控股),科技推广和应用服务业,,麻城市市场监督管理局,2020-04-10至无固定期限,-,-,-,-,-,麻城市木子店镇三桥开发区,健康产业项目研发及相关技术信息咨询、技术服务；药品研发；预包装食品、散装食品、保健食品批发及零售；中药有效成份的提取、纯化及销售。（涉及许可经营项目，应取得相关部门许可后方可经营）,,小微企业,湖北省,420000,黄冈市,421100,麻城市,421181
31849184,f50dc731a9c7ba73ed64c0e86af41108,2020,郑州市管城区明扬体育用品店,韩会敏,,,2020-05-25,存续,,,,,,,,,,,,,,,,,,,河南省,410000,郑州市,410100,管城回族区,410104
24400427,d207c4e5d61221557c0dc83c8899cb10,2020,茂名市新稀农业有限公司,凌金平,100万人民币,-,2020-01-17,在业,91440904MA54ANC54M,440923000104130,91440904MA54ANC54M,MA54ANC54,有限责任公司(自然人独资),商务服务业,,广东省茂名市电白县工商行政管理局,2020-01-17至无固定期限,-,-,-,-,-,茂名市电白区水东街道人民街咸水田一巷11号,农业科技研发；沉香制品技术研发；销售：沉香苗木、沉香产品、工艺品；种植：沉香、苗木；货物及技术进出口业务；房地产开发、旅游项目开发、酒店投资；广告设计、制作、策划、发布；网络技术研发与推广；装饰工程设计、施工；广告代理、制作、发布。,,小微企业,广东省,440000,茂名市,440900,电白区,440904
26763668,ccb96a6648bbaebb3d9bba6f4bd9692c,2020,上海慧洲物业管理有限公司,雷明辉,100万人民币,-,2020-06-04,存续,91310112MA1GD48302,-,91310112MA1GD48302,MA1GD4830,有限责任公司(自然人投资或控股的法人独资),房地产业,,闵行区市场监督管理局,2020-06-04至2040-06-03,-,-,-,-,-,上海市闵行区光华路598号2幢3、4层,一般项目：物业管理；市场营销策划；企业形象策划；项目策划与公关服务；咨询策划服务；信息咨询服务（不含许可类信息咨询服务）；专业保洁、清洗、消毒服务；家政服务；社会经济咨询服务；日用家电零售；日用百货销售；五金产品制造；五金产品批发。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,,,上海市,310000,上海市,310000,闵行区,310112
88230242,f8d2ee5337e1f8fa6a08149c575acc05,2020,遵化市建国村兰姐粥屋,崔桂兰,,,2020-06-17,存续,,,,,,,,,,,,,,,,,,,河北省,130000,唐山市,130200,遵化市,130281
62454527,76d1b441167f6bd40f6a69cb658a5141,2020,深圳市龙岗区横岗街道大山地幼儿园,刘冬秀,225万人民币,,2020-06-04,正常,,,,,,,,,,,,,,,,,,事业单位,广东省,440000,深圳市,440300,龙岗区,440307
93908682,bcf452d6376c2c86883696158a74454d,2020,内黄县小数点童装门市部,王晓旭,,,2020-03-13,存续,,,,,,,,,,,,,,,,,,,河南省,410000,安阳市,410500,内黄县,410527
87581345,4ea47bb32a1d632430655cbd4a075f54,2020,高阳县大微室内装饰材料店,王志平,,,2020-04-20,存续,,,,,,,,,,,,,,,,,,,河北省,130000,保定市,130600,高阳县,130628
33978639,1e645248df9c52378d58699b345cbe15,2020,莎车县恩特扎热木综合商店,麦麦提艾力·麦麦吐尔孙,,,2020-03-27,存续,,,,,,,,,,,,,,,,,,,新疆维吾尔自治区,650000,喀什地区,653100,莎车县,653125
32105101,34d89cd5c45f184c0ddae98a578e08d2,2020,兴城市圣达菲百货日杂经营部,游祥光,,,2020-05-26,存续,,,,,,,,,,,,,,,,,,,辽宁省,210000,葫芦岛市,211400,兴城市,211481
53663173,aa1bdc91e50cb46258ddb73bfe0641e1,2020,市中区花开富贵信息咨询服务中心,贾俊强,,,2020-04-28,在业,,,,,,,,,,,,,,,,,,小微企业,山东省,370000,枣庄市,370400,市中区,370402
51863535,c89dde98f65ed16334462a82fe00c4d6,2020,永春县蓬壶永鸿食杂商行,王金江,,,2020-04-03,存续,,,,,,,,,,,,,,,,,,,福建省,350000,泉州市,350500,永春县,350525
17701846,882e2fa2d24cc55e3a3700745fcef741,2020,英德市晟景园林绿化工程有限公司,赖斐欣,100万人民币,-,2020-06-03,在业,91441881MA54R5A046,-,91441881MA54R5A046,MA54R5A04,有限责任公司(自然人独资),公共设施管理业,,广东省清远市英德市工商行政管理局,2020-06-03至无固定期限,-,-,-,-,-,英德市英城茶园路东峰光路南2号小区F幢2座2楼商铺,绿化管理；建筑安装业；建筑装饰、装修和其他建筑业；专业技术服务业；批发和零售业。,,,广东省,440000,清远市,441800,英德市,441881
35981372,bb7445490b35a0ecad8be4b189bffaae,2020,禹城市辛店镇立霞化妆品店,刘立霞,,,2020-03-10,在营企业,,,,,,,,,,,,,,,,,,小微企业,山东省,370000,德州市,371400,禹城市,371482
183971,28c76fb61eafed7eabd124f41e2ecfe0,2020,大连润泽方圆文化旅游服务有限公司,李广俊,10万人民币,-,2020-05-26,存续,91210283MA10DAK8XT,-,91210283MA10DAK8XT,MA10DAK8X,有限责任公司(自然人独资),商务服务业,,庄河市市场监督管理局,2020-05-26至无固定期限,-,-,-,-,-,辽宁省大连庄河市兴达街道前进委档案馆4楼,文化艺术交流策划，旅行社管理服务，旅游咨询，导游服务，旅游项目策划，票务服务，汽车租赁，商务信息咨询，企业管理咨询，企业营销策划，企业形象策划，礼仪服务，美容服务，保健养生服务，会议及展览展示服务，电子商务平台服务；工艺礼品、土特产品、服装服饰、鞋帽、箱包、预包装食品、化妆品、日用百货批发和零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,,,辽宁省,210000,大连市,210200,庄河市,210283
25436409,fed28a3dc041e83638bdaf3fe064f1b8,2020,北京伊品客餐饮管理有限公司,左辰玺,300万人民币,-,2020-06-19,在业,91110108MA01T30W6B,-,91110108MA01T30W6B,MA01T30W6,有限责任公司(自然人独资),商务服务业,,北京市工商行政管理局海淀分局,2020-06-19至2050-06-18,-,-,-,-,-,北京市海淀区信息路甲28号11层B座11B-03室,餐饮管理；企业管理；酒店管理；机动车公共停车场服务；软件开发；基础软件服务；房地产咨询；机械设备租赁；汽车租赁（不含九座以上乘用车）；设计、制作、代理、发布广告；会议服务；技术开发、技术推广、技术转让、技术咨询、技术服务；销售服装、鞋帽、化妆品、日用品、食用农产品、针纺织品、文化用品、体育用品、医疗器械I类、II类、五金交电（不含电动自行车）、家用电器、电子产品；零售食品；餐饮服务。（市场主体依法自主选择经营项目，开展经营活动；零售食品、餐饮服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,,,北京市,110000,北京市,110000,海淀区,110108
6763908,a377f7bf0b3b4104d819635083ed6b23,2020,上海惠而康食品有限公司,黄松,50万人民币,-,2020-05-27,存续,91310114MA1GX1NL4J,-,91310114MA1GX1NL4J,MA1GX1NL4,有限责任公司(自然人投资或控股),批发业,,嘉定区市场监督管理局,2020-05-27至2050-05-26,-,-,-,-,-,上海市嘉定区嘉定镇城中路197号-10,许可项目：食品经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：日用百货销售；外卖递送服务；礼品花卉销售；包装材料及制品销售；货物进出口；食用农产品（不含生猪产品、牛羊肉品）的销售；国内贸易代理；家用电器销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,,,上海市,310000,上海市,310000,嘉定区,310114
35593439,7149cab456a8d8139b7f526f9e370673,2020,梧州市长洲区保丝琳养生馆,钟娜,,,2020-04-23,存续,,,,,,,,,,,,,,,,,,,广西壮族自治区,450000,梧州市,450400,长洲区,450405
10417795,f6f4e06c25803459258dd15749dfbc38,2020,漯河市龙和医疗器械有限公司,彭冲,100万,-,2020-02-20,存续,91411100MA481EF00N,411100000077481,91411100MA481EF00N,MA481EF00,有限责任公司(自然人投资或控股),专用设备制造业,,漯河市市场监督管理局,2020-02-20至无固定期限,-,-,-,-,-,河南省漯河市源汇区桂江路1号,第II类医疗器械的生产、销售；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）,,小微企业,河南省,410000,漯河市,411100,源汇区,411102
1414553,da9d09b65e9bd2841817a9d0aa68f231,2020,福建省永泰榕峰房地产开发有限公司,周晴林,10000万人民币,-,2020-03-06,存续,91350125MA33L8R11W,350125100098691,91350125MA33L8R11W,MA33L8R11,有限责任公司(自然人投资或控股),房地产业,,福建省永泰县市场监督管理局,2020-03-06至无固定期限,-,-,-,-,-,福建省福州市永泰县樟城镇龙峰园345号,房地产开发经营；新型商业设施开发服务；物业管理；物业服务；自有商业房屋租赁服务；住房租赁经营；房屋拆迁服务；土地调查评估服务；接受房屋征收部门委托从事房屋征收与补偿具体服务工作；其他未列明房地产服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,福建省,350000,福州市,350100,永泰县,350125
19308733,d3d436124a327a60d3acb0336c8ff9c2,2020,陕西微咨时代企业管理咨询有限公司,李改红,100万,-,2020-03-18,在业,91610131MA711Y6FXY,-,91610131MA711Y6FXY,MA711Y6FX,有限责任公司(自然人独资),商务服务业,,西安市工商行政管理局高新分局,2020-03-18至无固定期限,-,-,-,-,-,陕西省西安市高新区高新一路18号创业咖啡街区海归楼1-301-125,一般项目：教育咨询服务（不含教育培训活动）；企业管理；品牌管理；项目策划与公关服务；广告发布（非广播电台、电视台、报刊出版单位）；市场营销策划；企业形象策划；信息咨询服务（不含许可类信息咨询服务）；会议及展览服务；广告设计、代理；包装服务。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),,,陕西省,610000,西安市,610100,雁塔区,610113
97114794,e649246a19946320ea4559e0d12de1b8,2020,宁德市蕉城区飞鸾镇余礼莺水产品摊,余礼莺,,,2020-06-16,存续,,,,,,,,,,,,,,,,,,,福建省,350000,宁德市,350900,蕉城区,350902
4017364,851c2a3ee31d9be3ce69c68e74756135,2020,石狮市熊骥桓电子商务有限公司,何锐勇,100万人民币,-,2020-03-02,存续,91350581MA33KK7C1H,350581100450394,91350581MA33KK7C1H,MA33KK7C1,有限责任公司(自然人独资),批发业,,福建省石狮市市场监督管理局,2020-03-02至2040-03-01,-,-,-,-,-,福建省泉州市石狮市灵秀镇泰亨新城北区1幢二单元1002,通过互联网及实体店铺销售：服装、鞋帽、箱包、服装辅料、饰品、皮具、针纺织品、五金交电、工艺品（象牙及其制品除外）、玩具、文具、体育用品（不含弩）、陶瓷制品、音响设备、健身器材、办公用品、橡塑制品、洗涤用品、清洁用品、酒店用品、日用品、通讯设备、机械设备、化妆品、建筑材料（不含危险化学品）、电子产品（不得从事增值电信、金融业务）；商务信息咨询（不含金融、证券、期货等须经许可的咨询项目）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,福建省,350000,泉州市,350500,石狮市,350581
34500149,cf79a30db4f0b17523d4068713d9b112,2020,贵州江程林下家禽养殖专业合作社,江作义,50万人民币,,2020-04-22,存续,,,,,,,,,,,,,,,,,,,贵州省,520000,贵阳市,520100,云岩区,520103
39053676,8e91d01e6c9352ade77a307a34bd541d,2020,大通区小王百货店,王玉仙,,,2020-04-27,存续,,,,,,,,,,,,,,,,,,,安徽省,340000,淮南市,340400,大通区,340402
28731251,f68f40629d37b4bc3e8e13ea3361bff8,2020,新化县农博园生态农业开发有限公司,张元义,100万人民币,-,2020-06-16,存续,91431322MA4REJKP9W,-,91431322MA4REJKP9W,MA4REJKP9,有限责任公司(自然人投资或控股),农业,,新化县市场监督管理局,2020-06-16至无固定期限,-,-,-,-,-,湖南省娄底市新化县上梅街道梅树社区1组,农产品初加工活动；农副产品、黄酒加工及销售；家禽、家畜养殖；水果、蔬菜种植；餐饮、住宿服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,湖南省,430000,娄底市,431300,新化县,431322
85158153,bd96a63b8d7622acada1eb8662942895,2020,温州市鹿城区南汇罗进孝贸易经营部,罗进孝,,,2020-06-03,存续,,,,,,,,,,,,,,,,,,,浙江省,330000,温州市,330300,鹿城区,330302
38899498,af78b2efe48c830884baf59cbf300d3d,2020,晋江市陈埭镇梁新琴小吃店,梁新琴,,,2020-04-10,存续,,,,,,,,,,,,,,,,,,,福建省,350000,泉州市,350500,晋江市,350582
33450981,a8ff9d858a27292a14760c13e55c4f76,2020,贺州市八步区林红兵运输部,林红兵,,,2020-03-20,存续,,,,,,,,,,,,,,,,,,,广西壮族自治区,450000,贺州市,451100,八步区,451102
99187051,40c12e1ef347f8ca689a7e1563d66868,2020,大余县兴余花卉苗木种植基地,宋才贵,30万人民币,,2020-06-22,在业,,,,,,,,,,,,,,,,,,,江西省,360000,赣州市,360700,大余县,360723
91868044,bfdc8c892b47c9dc96999087bf1bf75b,2020,武侯区叁和茶楼,谢明,,,2020-06-04,存续,,,,,,,,,,,,,,,,,,,四川省,510000,成都市,510100,武侯区,510107
30225183,d75be6a65470555176a8294cfb6a239a,2020,安丘市小龙健康咨询店,潘龙,,,2020-03-27,在营企业,,,,,,,,,,,,,,,,,,小微企业,山东省,370000,潍坊市,370700,安丘市,370784
3543249,90b646863dce65ce456798f77932f054,2020,苏州海房网网络科技有限公司,朱周彦,20万人民币,-,2020-05-20,在业,91320505MA21HY04XE,-,91320505MA21HY04XE,MA21HY04X,有限责任公司(自然人投资或控股),研究和试验发展,,苏州高新区（虎丘区）市场监督管理局,2020-05-20至无固定期限,-,-,-,-,-,苏州市高新区誉融生活广场1幢613室,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；网络技术服务；网络与信息安全软件开发；市场营销策划；房地产咨询；房地产经纪；会议及展览服务；品牌管理；物业管理；广告设计、代理；广告发布（非广播电台、电视台、报刊出版单位）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,,,江苏省,320000,苏州市,320500,虎丘区,320505
59456917,647b351baca40d4f0660728a06266d8f,2020,博山区冠齐五金土产经营部,徐德芝,,,2020-03-05,在营企业,,,,,,,,,,,,,,,,,,小微企业,山东省,370000,淄博市,370300,博山区,370304
31726909,2d6985d4fd9bb20b5c7726dd542fa5e6,2020,东坡区美新食品经营部,郭理想,,,2020-05-11,存续,,,,,,,,,,,,,,,,,,,四川省,510000,眉山市,511400,东坡区,511402
31765312,cb90a435cc49d5cb138e611cc26c4e03,2020,兰陵县东利蔬菜经营中心,王莲雅,,,2020-05-18,在业,,,,,,,,,,,,,,,,,,,山东省,370000,临沂市,371300,兰陵县,371324
28734995,ba1514fde4dc57894221d6e64b2f57cf,2020,浙江极智合一科技有限公司,严拓,2000万人民币,-,2020-06-09,存续,91330106MA2HY51YX6,-,91330106MA2HY51YX6,MA2HY51YX,其他有限责任公司,研究和试验发展,,杭州市西湖区市场监督管理局,2020-06-09至9999-09-09,-,-,-,-,-,浙江省杭州市西湖区智汇众创中心1号楼501室[4],一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；通信设备制造；通信设备销售；软件开发；电子元器件制造；智能车载设备制造；智能车载设备销售；计算机软硬件及外围设备制造；软件销售；电子产品销售；可穿戴智能设备销售；市场营销策划；服装制造；服饰研发(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。,,,浙江省,330000,杭州市,330100,西湖区,330106
